1527 0.4081 9.4258 0.048 0.048
1530 0.3621 7.4456 0.048 0.048
1530 0.3144 5.7456 0.048 0.048
1533 0.2666 4.1654 0.048 0.048
1530 0.212 2.9456 0.048 0.048
1558 0.1925 2.3239 0.048 0.048
